Date,PJME_MW
2002-07-01,945138.0
2002-07-02,1037579.0
2002-07-03,1100265.0
2002-07-04,1021888.0
2002-07-05,940684.0
2002-07-06,734859.0
2002-07-07,708865.0
2002-07-08,896083.0
2002-07-09,988249.0
2002-07-10,923274.0
2002-07-11,778413.0
2002-07-12,771706.0
2002-07-13,712285.0
2002-07-14,702322.0
2002-07-15,914836.0
2002-07-16,952913.0
2002-07-17,978813.0
2002-07-18,1058488.0
2002-07-19,1025907.0
2002-07-20,881769.0
2002-07-21,852133.0
2002-07-22,1007791.0
2002-07-23,1064356.0
2002-07-24,888279.0
2002-07-25,823389.0
2002-07-26,757130.0
2002-07-27,728853.0
2002-07-28,859107.0
2002-07-29,1100994.0
2002-07-30,1098451.0
2002-07-31,1048352.0
2002-08-01,1068775.0
2002-08-02,1077242.0
2002-08-03,940315.0
2002-08-04,951684.0
2002-08-05,1042815.0
2002-08-06,876309.0
2002-08-07,767298.0
2002-08-08,779124.0
2002-08-09,803163.0
2002-08-10,781112.0
2002-08-11,823847.0
2002-08-12,1009674.0
2002-08-13,1076072.0
2002-08-14,1093929.0
2002-08-15,1087066.0
2002-08-16,1072652.0
2002-08-17,993094.0
2002-08-18,985513.0
2002-08-19,1067386.0
2002-08-20,1007164.0
2002-08-21,927748.0
2002-08-22,938019.0
2002-08-23,943801.0
2002-08-24,810195.0
2002-08-25,779610.0
2002-08-26,849061.0
2002-08-27,863395.0
2002-08-28,793552.0
2002-08-29,723440.0
2002-08-30,707667.0
2002-08-31,641710.0
2002-09-01,595035.0
2002-09-02,613365.0
2002-09-03,790708.0
2002-09-04,914630.0
2002-09-05,831648.0
2002-09-06,769045.0
2002-09-07,693882.0
2002-09-08,684631.0
2002-09-09,828157.0
2002-09-10,893093.0
2002-09-11,824715.0
2002-09-12,727273.0
2002-09-13,737128.0
2002-09-14,716162.0
2002-09-15,738657.0
2002-09-16,848934.0
2002-09-17,798300.0
2002-09-18,771670.0
2002-09-19,782616.0
2002-09-20,809783.0
2002-09-21,778833.0
2002-09-22,764796.0
2002-09-23,776169.0
2002-09-24,721652.0
2002-09-25,712228.0
2002-09-26,706482.0
2002-09-27,727777.0
2002-09-28,667782.0
2002-09-29,599185.0
2002-09-30,698321.0
2002-10-01,739574.0
2002-10-02,811988.0
2002-10-03,839163.0
2002-10-04,782927.0
2002-10-05,744534.0
2002-10-06,598611.0
2002-10-07,713104.0
2002-10-08,672220.0
2002-10-09,678633.0
2002-10-10,692637.0
2002-10-11,692971.0
2002-10-12,619249.0
2002-10-13,587239.0
2002-10-14,654397.0
2002-10-15,688532.0
2002-10-16,695297.0
2002-10-17,688367.0
2002-10-18,683060.0
2002-10-19,622845.0
2002-10-20,588313.0
2002-10-21,681969.0
2002-10-22,696379.0
2002-10-23,694997.0
2002-10-24,714819.0
2002-10-25,711390.0
2002-10-26,622769.0
2002-10-27,576612.0
2002-10-28,694956.0
2002-10-29,735200.0
2002-10-30,761711.0
2002-10-31,741290.0
2002-11-01,737843.0
2002-11-02,679193.0
2002-11-03,656181.0
2002-11-04,731311.0
2002-11-05,735184.0
2002-11-06,727403.0
2002-11-07,732357.0
2002-11-08,719626.0
2002-11-09,630185.0
2002-11-10,598971.0
2002-11-11,688117.0
2002-11-12,702563.0
2002-11-13,719981.0
2002-11-14,721928.0
2002-11-15,696076.0
2002-11-16,660613.0
2002-11-17,662879.0
2002-11-18,746560.0
2002-11-19,770987.0
2002-11-20,738839.0
2002-11-21,740437.0
2002-11-22,719982.0
2002-11-23,694056.0
2002-11-24,652197.0
2002-11-25,729006.0
2002-11-26,733487.0
2002-11-27,764195.0
2002-11-28,695280.0
2002-11-29,722226.0
2002-11-30,673470.0
2002-12-01,713296.0
2002-12-02,791862.0
2002-12-03,843500.0
2002-12-04,876796.0
2002-12-05,866240.0
2002-12-06,829958.0
2002-12-07,791071.0
2002-12-08,745114.0
2002-12-09,855047.0
2002-12-10,881712.0
2002-12-11,864566.0
2002-12-12,807515.0
2002-12-13,811306.0
2002-12-14,729167.0
2002-12-15,696062.0
2002-12-16,791122.0
2002-12-17,849753.0
2002-12-18,859524.0
2002-12-19,808676.0
2002-12-20,746486.0
2002-12-21,714734.0
2002-12-22,685294.0
2002-12-23,742869.0
2002-12-24,733142.0
2002-12-25,708813.0
2002-12-26,770556.0
2002-12-27,790472.0
2002-12-28,744303.0
2002-12-29,698221.0
2002-12-30,770258.0
2002-12-31,709463.0
2003-01-01,662489.0
2003-01-02,770850.0
2003-01-03,808842.0
2003-01-04,749169.0
2003-01-05,742710.0
2003-01-06,816344.0
2003-01-07,849052.0
2003-01-08,808050.0
2003-01-09,763482.0
2003-01-10,766950.0
2003-01-11,773219.0
2003-01-12,771243.0
2003-01-13,842164.0
2003-01-14,861956.0
2003-01-15,874241.0
2003-01-16,898591.0
2003-01-17,876869.0
2003-01-18,867789.0
2003-01-19,826314.0
2003-01-20,852036.0
2003-01-21,902195.0
2003-01-22,941421.0
2003-01-23,977529.0
2003-01-24,949851.0
2003-01-25,833523.0
2003-01-26,787929.0
2003-01-27,932653.0
2003-01-28,947608.0
2003-01-29,874231.0
2003-01-30,863639.0
2003-01-31,836064.0
2003-02-01,760686.0
2003-02-02,713572.0
2003-02-03,780897.0
2003-02-04,784233.0
2003-02-05,828718.0
2003-02-06,855607.0
2003-02-07,829265.0
2003-02-08,787122.0
2003-02-09,769999.0
2003-02-10,832996.0
2003-02-11,852119.0
2003-02-12,867064.0
2003-02-13,892147.0
2003-02-14,861222.0
2003-02-15,801343.0
2003-02-16,862752.0
2003-02-17,846447.0
2003-02-18,825056.0
2003-02-19,826859.0
2003-02-20,783744.0
2003-02-21,796107.0
2003-02-22,748400.0
2003-02-23,721328.0
2003-02-24,827240.0
2003-02-25,834424.0
2003-02-26,889338.0
2003-02-27,873091.0
2003-02-28,824577.0
2003-03-01,748310.0
2003-03-02,700764.0
2003-03-03,847080.0
2003-03-04,849945.0
2003-03-05,769167.0
2003-03-06,806904.0
2003-03-07,834033.0
2003-03-08,717468.0
2003-03-09,664541.0
2003-03-10,823702.0
2003-03-11,839563.0
2003-03-12,780721.0
2003-03-13,753423.0
2003-03-14,775372.0
2003-03-15,687824.0
2003-03-16,626345.0
2003-03-17,683281.0
2003-03-18,684891.0
2003-03-19,723444.0
2003-03-20,774805.0
2003-03-21,709761.0
2003-03-22,616763.0
2003-03-23,594768.0
2003-03-24,680297.0
2003-03-25,684539.0
2003-03-26,687444.0
2003-03-27,689266.0
2003-03-28,682895.0
2003-03-29,615000.0
2003-03-30,648066.0
2003-03-31,763535.0
2003-04-01,765738.0
2003-04-02,706281.0
2003-04-03,687304.0
2003-04-04,705962.0
2003-04-05,660670.0
2003-04-06,600728.0
2003-04-07,769731.0
2003-04-08,789187.0
2003-04-09,780419.0
2003-04-10,745675.0
2003-04-11,747487.0
2003-04-12,630247.0
2003-04-13,588285.0
2003-04-14,677940.0
2003-04-15,680660.0
2003-04-16,697921.0
2003-04-17,680162.0
2003-04-18,689071.0
2003-04-19,609643.0
2003-04-20,559557.0
2003-04-21,654351.0
2003-04-22,675182.0
2003-04-23,691008.0
2003-04-24,694850.0
2003-04-25,672881.0
2003-04-26,610971.0
2003-04-27,573638.0
2003-04-28,669222.0
2003-04-29,676552.0
2003-04-30,670164.0
2003-05-01,691939.0
2003-05-02,706729.0
2003-05-03,589769.0
2003-05-04,566422.0
2003-05-05,674607.0
2003-05-06,682201.0
2003-05-07,698607.0
2003-05-08,696054.0
2003-05-09,673980.0
2003-05-10,604284.0
2003-05-11,598201.0
2003-05-12,673442.0
2003-05-13,671286.0
2003-05-14,673181.0
2003-05-15,677956.0
2003-05-16,676096.0
2003-05-17,612964.0
2003-05-18,587162.0
2003-05-19,677813.0
2003-05-20,680027.0
2003-05-21,681021.0
2003-05-22,681579.0
2003-05-23,671718.0
2003-05-24,598036.0
2003-05-25,566925.0
2003-05-26,578300.0
2003-05-27,665287.0
2003-05-28,678314.0
2003-05-29,683721.0
2003-05-30,693320.0
2003-05-31,618072.0
2003-06-01,584338.0
2003-06-02,671015.0
2003-06-03,679763.0
2003-06-04,688130.0
2003-06-05,690263.0
2003-06-06,692136.0
2003-06-07,625679.0
2003-06-08,593041.0
2003-06-09,704373.0
2003-06-10,742625.0
2003-06-11,793879.0
2003-06-12,853247.0
2003-06-13,821580.0
2003-06-14,763682.0
2003-06-15,747989.0
2003-06-16,738609.0
2003-06-17,700228.0
2003-06-18,724791.0
2003-06-19,773759.0
2003-06-20,735935.0
2003-06-21,633633.0
2003-06-22,608607.0
2003-06-23,790980.0
2003-06-24,898640.0
2003-06-25,956702.0
2003-06-26,1036745.0
2003-06-27,1005493.0
2003-06-28,779238.0
2003-06-29,792584.0
2003-06-30,936056.0
2003-07-01,884672.0
2003-07-02,868816.0
2003-07-03,814113.0
2003-07-04,827043.0
2003-07-05,905305.0
2003-07-06,911677.0
2003-07-07,992359.0
2003-07-08,1014793.0
2003-07-09,968649.0
2003-07-10,805043.0
2003-07-11,858933.0
2003-07-12,787143.0
2003-07-13,749689.0
2003-07-14,830918.0
2003-07-15,872057.0
2003-07-16,939385.0
2003-07-17,891350.0
2003-07-18,858494.0
2003-07-19,769910.0
2003-07-20,756917.0
2003-07-21,944239.0
2003-07-22,959305.0
2003-07-23,897854.0
2003-07-24,896023.0
2003-07-25,883964.0
2003-07-26,850910.0
2003-07-27,878437.0
2003-07-28,936559.0
2003-07-29,865124.0
2003-07-30,836739.0
2003-07-31,840196.0
2003-08-01,868529.0
2003-08-02,868813.0
2003-08-03,867294.0
2003-08-04,945997.0
2003-08-05,920799.0
2003-08-06,901603.0
2003-08-07,880294.0
2003-08-08,906738.0
2003-08-09,835581.0
2003-08-10,830991.0
2003-08-11,918935.0
2003-08-12,953600.0
2003-08-13,991426.0
2003-08-14,1002128.0
2003-08-15,998267.0
2003-08-16,874542.0
2003-08-17,804489.0
2003-08-18,865601.0
2003-08-19,888485.0
2003-08-20,940132.0
2003-08-21,1002926.0
2003-08-22,1041440.0
2003-08-23,832322.0
2003-08-24,679563.0
2003-08-25,844483.0
2003-08-26,910719.0
2003-08-27,924912.0
2003-08-28,907598.0
2003-08-29,919946.0
2003-08-30,861813.0
2003-08-31,676765.0
2003-09-01,718288.0
2003-09-02,801362.0
2003-09-03,785687.0
2003-09-04,830787.0
2003-09-05,779569.0
2003-09-06,666288.0
2003-09-07,657932.0
2003-09-08,774301.0
2003-09-09,761546.0
2003-09-10,736000.0
2003-09-11,752640.0
2003-09-12,722950.0
2003-09-13,694362.0
2003-09-14,749990.0
2003-09-15,838947.0
2003-09-16,786609.0
2003-09-17,749684.0
2003-09-18,710654.0
2003-09-19,689334.0
2003-09-20,686912.0
2003-09-21,643273.0
2003-09-22,749594.0
2003-09-23,763624.0
2003-09-24,714774.0
2003-09-25,745073.0
2003-09-26,755393.0
2003-09-27,721828.0
2003-09-28,659638.0
2003-09-29,683965.0
2003-09-30,679473.0
2003-10-01,684206.0
2003-10-02,687248.0
2003-10-03,688944.0
2003-10-04,625937.0
2003-10-05,596227.0
2003-10-06,682179.0
2003-10-07,694816.0
2003-10-08,699297.0
2003-10-09,707836.0
2003-10-10,690531.0
2003-10-11,614244.0
2003-10-12,597463.0
2003-10-13,678389.0
2003-10-14,690256.0
2003-10-15,681331.0
2003-10-16,689442.0
2003-10-17,679684.0
2003-10-18,615388.0
2003-10-19,599599.0
2003-10-20,686573.0
2003-10-21,692168.0
2003-10-22,689187.0
2003-10-23,726272.0
2003-10-24,723865.0
2003-10-25,645856.0
2003-10-26,587920.0
2003-10-27,698891.0
2003-10-28,704053.0
2003-10-29,712831.0
2003-10-30,711431.0
2003-10-31,689104.0
2003-11-01,623191.0
2003-11-02,604127.0
2003-11-03,704181.0
2003-11-04,703638.0
2003-11-05,714552.0
2003-11-06,710084.0
2003-11-07,683484.0
2003-11-08,648382.0
2003-11-09,672490.0
2003-11-10,766441.0
2003-11-11,749218.0
2003-11-12,720222.0
2003-11-13,726315.0
2003-11-14,762914.0
2003-11-15,668891.0
2003-11-16,648927.0
2003-11-17,711925.0
2003-11-18,729692.0
2003-11-19,719434.0
2003-11-20,716784.0
2003-11-21,715736.0
2003-11-22,641221.0
2003-11-23,625886.0
2003-11-24,709820.0
2003-11-25,754085.0
2003-11-26,762924.0
2003-11-27,629639.0
2003-11-28,640627.0
2003-11-29,677124.0
2003-11-30,675292.0
2003-12-01,740611.0
2003-12-02,809734.0
2003-12-03,845817.0
2003-12-04,841318.0
2003-12-05,841631.0
2003-12-06,808017.0
2003-12-07,787378.0
2003-12-08,850796.0
2003-12-09,843061.0
2003-12-10,814782.0
2003-12-11,778132.0
2003-12-12,805082.0
2003-12-13,781348.0
2003-12-14,792602.0
2003-12-15,839965.0
2003-12-16,826148.0
2003-12-17,817918.0
2003-12-18,857279.0
2003-12-19,849880.0
2003-12-20,793845.0
2003-12-21,777031.0
2003-12-22,801680.0
2003-12-23,749692.0
2003-12-24,703678.0
2003-12-25,678680.0
2003-12-26,748258.0
2003-12-27,705055.0
2003-12-28,698046.0
2003-12-29,757862.0
2003-12-30,746758.0
2003-12-31,739893.0
2004-01-01,669246.0
2004-01-02,717758.0
2004-01-03,657300.0
2004-01-04,642610.0
2004-01-05,765304.0
2004-01-06,815305.0
2004-01-07,908676.0
2004-01-08,891779.0
2004-01-09,880460.0
2004-01-10,929116.0
2004-01-11,872574.0
2004-01-12,854767.0
2004-01-13,827819.0
2004-01-14,918386.0
2004-01-15,939468.0
2004-01-16,990735.0
2004-01-17,861025.0
2004-01-18,792631.0
2004-01-19,887039.0
2004-01-20,920951.0
2004-01-21,925742.0
2004-01-22,892768.0
2004-01-23,949642.0
2004-01-24,891469.0
2004-01-25,903892.0
2004-01-26,963060.0
2004-01-27,938056.0
2004-01-28,910752.0
2004-01-29,916052.0
2004-01-30,920821.0
2004-01-31,894697.0
2004-02-01,830660.0
2004-02-02,879166.0
2004-02-03,868831.0
2004-02-04,825696.0
2004-02-05,863596.0
2004-02-06,858086.0
2004-02-07,756690.0
2004-02-08,786140.0
2004-02-09,849010.0
2004-02-10,791324.0
2004-02-11,807910.0
2004-02-12,830943.0
2004-02-13,801556.0
2004-02-14,740722.0
2004-02-15,748068.0
2004-02-16,866408.0
2004-02-17,871895.0
2004-02-18,833181.0
2004-02-19,799770.0
2004-02-20,779165.0
2004-02-21,704713.0
2004-02-22,702874.0
2004-02-23,786031.0
2004-02-24,804339.0
2004-02-25,823562.0
2004-02-26,818911.0
2004-02-27,786676.0
2004-02-28,704533.0
2004-02-29,661572.0
2004-03-01,728216.0
2004-03-02,713831.0
2004-03-03,709857.0
2004-03-04,720931.0
2004-03-05,713561.0
2004-03-06,641354.0
2004-03-07,628184.0
2004-03-08,751011.0
2004-03-09,775200.0
2004-03-10,787817.0
2004-03-11,757283.0
2004-03-12,750411.0
2004-03-13,718693.0
2004-03-14,697095.0
2004-03-15,719919.0
2004-03-16,802252.0
2004-03-17,809063.0
2004-03-18,794130.0
2004-03-19,776087.0
2004-03-20,705738.0
2004-03-21,661884.0
2004-03-22,804253.0
2004-03-23,797416.0
2004-03-24,751617.0
2004-03-25,720725.0
2004-03-26,691649.0
2004-03-27,619041.0
2004-03-28,597143.0
2004-03-29,698792.0
2004-03-30,744048.0
2004-03-31,738738.0
2004-04-01,733650.0
2004-04-02,736711.0
2004-04-03,670702.0
2004-04-04,640329.0
2004-04-05,784982.0
2004-04-06,757784.0
2004-04-07,703297.0
2004-04-08,705288.0
2004-04-09,652739.0
2004-04-10,609269.0
2004-04-11,604827.0
2004-04-12,720699.0
2004-04-13,744455.0
2004-04-14,726752.0
2004-04-15,713365.0
2004-04-16,698518.0
2004-04-17,612753.0
2004-04-18,592567.0
2004-04-19,711775.0
2004-04-20,722381.0
2004-04-21,694707.0
2004-04-22,716539.0
2004-04-23,704087.0
2004-04-24,610055.0
2004-04-25,589067.0
2004-04-26,691287.0
2004-04-27,683621.0
2004-04-28,691308.0
2004-04-29,693518.0
2004-04-30,690359.0
2004-05-01,635500.0
2004-05-02,633529.0
2004-05-03,686613.0
2004-05-04,683152.0
2004-05-05,689076.0
2004-05-06,689451.0
2004-05-07,713722.0
2004-05-08,607928.0
2004-05-09,601032.0
2004-05-10,762487.0
2004-05-11,839502.0
2004-05-12,875791.0
2004-05-13,892060.0
2004-05-14,831347.0
2004-05-15,796896.0
2004-05-16,723916.0
2004-05-17,802351.0
2004-05-18,831456.0
2004-05-19,789038.0
2004-05-20,753028.0
2004-05-21,789042.0
2004-05-22,802244.0
2004-05-23,850274.0
2004-05-24,960770.0
2004-05-25,895812.0
2004-05-26,807661.0
2004-05-27,803275.0
2004-05-28,800451.0
2004-05-29,635501.0
2004-05-30,594604.0
2004-05-31,624360.0
2004-06-01,718157.0
2004-06-02,752017.0
2004-06-03,760461.0
2004-06-04,719727.0
2004-06-05,632196.0
2004-06-06,597647.0
2004-06-07,750897.0
2004-06-08,856821.0
2004-06-09,974495.0
2004-06-10,949104.0
2004-06-11,748580.0
2004-06-12,657532.0
2004-06-13,621075.0
2004-06-14,810884.0
2004-06-15,941428.0
2004-06-16,951709.0
2004-06-17,982163.0
2004-06-18,986513.0
2004-06-19,839278.0
2004-06-20,652011.0
2004-06-21,764025.0
2004-06-22,841899.0
2004-06-23,852033.0
2004-06-24,877312.0
2004-06-25,871795.0
2004-06-26,764335.0
2004-06-27,680430.0
2004-06-28,796776.0
2004-06-29,803581.0
2004-06-30,823998.0
2004-07-01,883933.0
2004-07-02,922627.0
2004-07-03,816653.0
2004-07-04,762571.0
2004-07-05,890153.0
2004-07-06,928536.0
2004-07-07,930819.0
2004-07-08,949441.0
2004-07-09,871497.0
2004-07-10,790278.0
2004-07-11,825504.0
2004-07-12,876918.0
2004-07-13,845075.0
2004-07-14,848712.0
2004-07-15,834556.0
2004-07-16,828604.0
2004-07-17,807726.0
2004-07-18,730912.0
2004-07-19,839154.0
2004-07-20,910738.0
2004-07-21,943248.0
2004-07-22,983334.0
2004-07-23,932840.0
2004-07-24,766402.0
2004-07-25,703191.0
2004-07-26,818688.0
2004-07-27,852126.0
2004-07-28,869406.0
2004-07-29,901914.0
2004-07-30,956174.0
2004-07-31,931877.0
2004-08-01,871502.0
2004-08-02,973293.0
2004-08-03,986346.0
2004-08-04,993873.0
2004-08-05,861149.0
2004-08-06,736650.0
2004-08-07,638744.0
2004-08-08,646989.0
2004-08-09,823512.0
2004-08-10,895715.0
2004-08-11,918768.0
2004-08-12,899865.0
2004-08-13,866381.0
2004-08-14,735588.0
2004-08-15,719217.0
2004-08-16,830185.0
2004-08-17,833961.0
2004-08-18,870083.0
2004-08-19,929177.0
2004-08-20,1003153.0
2004-08-21,847152.0
2004-08-22,675644.0
2004-08-23,811795.0
2004-08-24,864195.0
2004-08-25,849498.0
2004-08-26,847149.0
2004-08-27,904313.0
2004-08-28,910190.0
2004-08-29,895491.0
2004-08-30,970415.0
2004-08-31,935368.0
2004-09-01,852884.0
2004-09-02,835832.0
2004-09-03,828399.0
2004-09-04,772132.0
2004-09-05,687923.0
2004-09-06,663078.0
2004-09-07,830594.0
2004-09-08,876014.0
2004-09-09,906936.0
2004-09-10,828908.0
2004-09-11,708925.0
2004-09-12,685914.0
2004-09-13,829592.0
2004-09-14,793188.0
2004-09-15,761019.0
2004-09-16,802261.0
2004-09-17,825640.0
2004-09-18,706956.0
2004-09-19,594855.0
2004-09-20,683259.0
2004-09-21,717734.0
2004-09-22,755107.0
2004-09-23,804447.0
2004-09-24,787530.0
2004-09-25,681073.0
2004-09-26,656703.0
2004-09-27,748966.0
2004-09-28,793302.0
2004-09-29,738899.0
2004-09-30,725613.0
2004-10-01,705250.0
2004-10-02,646791.0
2004-10-03,610779.0
2004-10-04,700372.0
2004-10-05,686902.0
2004-10-06,694081.0
2004-10-07,704390.0
2004-10-08,702069.0
2004-10-09,628440.0
2004-10-10,600067.0
2004-10-11,673053.0
2004-10-12,693087.0
2004-10-13,697536.0
2004-10-14,699633.0
2004-10-15,697118.0
2004-10-16,621434.0
2004-10-17,615356.0
2004-10-18,701842.0
2004-10-19,712695.0
2004-10-20,715424.0
2004-10-21,713203.0
2004-10-22,702452.0
2004-10-23,640549.0
2004-10-24,631838.0
2004-10-25,704067.0
2004-10-26,704551.0
2004-10-27,705943.0
2004-10-28,703609.0
2004-10-29,701980.0
2004-10-30,634221.0
2004-10-31,582852.0
2004-11-01,683875.0
2004-11-02,695313.0
2004-11-03,691951.0
2004-11-04,731885.0
2004-11-05,710706.0
2004-11-06,650508.0
2004-11-07,617909.0
2004-11-08,710483.0
2004-11-09,758951.0
2004-11-10,773128.0
2004-11-11,732893.0
2004-11-12,750237.0
2004-11-13,700809.0
2004-11-14,695130.0
2004-11-15,754912.0
2004-11-16,740328.0
2004-11-17,736140.0
2004-11-18,718247.0
2004-11-19,706542.0
2004-11-20,656971.0
2004-11-21,634417.0
2004-11-22,721468.0
2004-11-23,730541.0
2004-11-24,724847.0
2004-11-25,615034.0
2004-11-26,685974.0
2004-11-27,666606.0
2004-11-28,638302.0
2004-11-29,737420.0
2004-11-30,755705.0
2004-12-01,752566.0
2004-12-02,774721.0
2004-12-03,782304.0
2004-12-04,733338.0
2004-12-05,686820.0
2004-12-06,788391.0
2004-12-07,781651.0
2004-12-08,738065.0
2004-12-09,775165.0
2004-12-10,759004.0
2004-12-11,694072.0
2004-12-12,707945.0
2004-12-13,787824.0
2004-12-14,834986.0
2004-12-15,871972.0
2004-12-16,857749.0
2004-12-17,810686.0
2004-12-18,776400.0
2004-12-19,774145.0
2004-12-20,987114.0
2004-12-21,926519.0
2004-12-22,830253.0
2004-12-23,764052.0
2004-12-24,766500.0
2004-12-25,764227.0
2004-12-26,802126.0
2004-12-27,880815.0
2004-12-28,903367.0
2004-12-29,819761.0
2004-12-30,774823.0
2004-12-31,704125.0
2005-01-01,634980.0
2005-01-02,688057.0
2005-01-03,738551.0
2005-01-04,735790.0
2005-01-05,782628.0
2005-01-06,804256.0
2005-01-07,783898.0
2005-01-08,741365.0
2005-01-09,726230.0
2005-01-10,788526.0
2005-01-11,807643.0
2005-01-12,790333.0
2005-01-13,755388.0
2005-01-14,757754.0
2005-01-15,779304.0
2005-01-16,779061.0
2005-01-17,891132.0
2005-01-18,977747.0
2005-01-19,983026.0
2005-01-20,902521.0
2005-01-21,930352.0
2005-01-22,944237.0
2005-01-23,895079.0
2005-01-24,978766.0
2005-01-25,903368.0
2005-01-26,859686.0
2005-01-27,951646.0
2005-01-28,972225.0
2005-01-29,879086.0
2005-01-30,803751.0
2005-01-31,869420.0
2005-02-01,879134.0
2005-02-02,872256.0
2005-02-03,864986.0
2005-02-04,818898.0
2005-02-05,732139.0
2005-02-06,706398.0
2005-02-07,775392.0
2005-02-08,772870.0
2005-02-09,757264.0
2005-02-10,792902.0
2005-02-11,836941.0
2005-02-12,762994.0
2005-02-13,723088.0
2005-02-14,814044.0
2005-02-15,753196.0
2005-02-16,763510.0
2005-02-17,815495.0
2005-02-18,868090.0
2005-02-19,818681.0
2005-02-20,758853.0
2005-02-21,796999.0
2005-02-22,790316.0
2005-02-23,792975.0
2005-02-24,864171.0
2005-02-25,847632.0
2005-02-26,781688.0
2005-02-27,753871.0
2005-02-28,851744.0
2005-03-01,832125.0
2005-03-02,854084.0
2005-03-03,873203.0
2005-03-04,843505.0
2005-03-05,756779.0
2005-03-06,720749.0
2005-03-07,742929.0
